selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
550000,11000,Petrol,Individual,Manual,First Owner,2
350000,110000,Diesel,Individual,Manual,First Owner,6
420000,19890,Petrol,Dealer,Automatic,First Owner,3
270000,20969,Petrol,Dealer,Manual,First Owner,5
399000,20194,Petrol,Dealer,Manual,First Owner,4
440000,34982,Petrol,Dealer,Manual,First Owner,4
250000,44588,Petrol,Dealer,Manual,First Owner,8
650000,57904,Diesel,Dealer,Manual,First Owner,4
270000,59258,Petrol,Dealer,Manual,First Owner,5
390000,60826,Petrol,Dealer,Manual,First Owner,4
1500000,50000,Diesel,Individual,Manual,First Owner,2
225000,35000,Petrol,Individual,Manual,First Owner,6
900000,110000,Diesel,Individual,Manual,Second Owner,5
1600000,40000,Diesel,Individual,Automatic,First Owner,2
800000,10000,Petrol,Individual,Manual,First Owner,1
320000,50000,Diesel,Individual,Manual,First Owner,7
300000,25000,Petrol,Individual,Manual,First Owner,4
740000,25000,Petrol,Individual,Manual,First Owner,2
350000,1300,Petrol,Individual,Manual,First Owner,1
280000,40000,Petrol,Individual,Manual,First Owner,6
675000,50000,Diesel,Individual,Automatic,First Owner,2
300000,20000,Petrol,Individual,Manual,First Owner,9
400000,76000,Diesel,Individual,Manual,Third Owner,9
420000,100000,Diesel,Individual,Manual,Third Owner,10
300000,120000,Diesel,Individual,Manual,First Owner,12
170000,70000,Petrol,Individual,Manual,First Owner,10
210000,70000,Petrol,Individual,Manual,Third Owner,6
600000,60000,Diesel,Individual,Manual,Second Owner,5
260000,38000,Petrol,Individual,Manual,Second Owner,6
82000,19000,Petrol,Individual,Manual,First Owner,5
690000,75000,Diesel,Individual,Manual,First Owner,4
300000,70000,Diesel,Individual,Manual,First Owner,5
1250000,30000,Diesel,Individual,Manual,First Owner,3
799000,31707,Diesel,Individual,Manual,First Owner,3
1000000,180000,Diesel,Individual,Manual,First Owner,10
190000,90000,Petrol,Individual,Manual,Second Owner,6
250000,30000,Diesel,Individual,Manual,First Owner,6
200000,60000,Petrol,Individual,Manual,First Owner,11
300000,90000,Diesel,Individual,Manual,Second Owner,15
250000,120000,Petrol,Individual,Manual,Second Owner,5
90000,70000,Petrol,Individual,Manual,Third Owner,12
700000,160000,Diesel,Individual,Manual,First Owner,4
1750000,115992,Diesel,Dealer,Automatic,Third Owner,8
290000,110000,Petrol,Individual,Manual,Second Owner,3
1050000,97000,Diesel,Individual,Manual,Second Owner,6
70000,100000,Diesel,Individual,Manual,Third Owner,12
520000,41000,Diesel,Individual,Manual,First Owner,4
150000,90000,Diesel,Individual,Manual,First Owner,8
120000,90000,Petrol,Individual,Manual,First Owner,12
600000,25000,Petrol,Individual,Manual,First Owner,4
150000,70000,Diesel,Individual,Manual,Second Owner,10
400000,60000,Petrol,Individual,Manual,First Owner,9
310000,30000,Petrol,Individual,Manual,Second Owner,5
550000,30000,Petrol,Individual,Manual,First Owner,5
550000,60000,Diesel,Individual,Manual,First Owner,4
320000,73000,Diesel,Individual,Manual,First Owner,7
50000,100000,Petrol,Individual,Manual,Fourth & Above Owner,28
700000,50000,Diesel,Individual,Manual,Second Owner,3
700000,110000,Diesel,Individual,Manual,Second Owner,8
655000,84000,Diesel,Dealer,Manual,First Owner,3
200000,110000,LPG,Individual,Manual,First Owner,9
375000,150000,Diesel,Individual,Manual,First Owner,8
470000,109052,Diesel,Dealer,Manual,First Owner,8
550000,90658,Diesel,Dealer,Manual,First Owner,5
500000,110000,Diesel,Individual,Manual,Second Owner,6
210000,25000,Petrol,Individual,Manual,First Owner,5
1451000,81000,Diesel,Dealer,Automatic,First Owner,7
245000,75000,Diesel,Dealer,Automatic,First Owner,11
700000,25552,Petrol,Dealer,Manual,Second Owner,3
300000,20000,Petrol,Individual,Manual,First Owner,2
350000,80000,Diesel,Individual,Manual,First Owner,3
635000,25000,Petrol,Dealer,Automatic,First Owner,3
325000,40700,Petrol,Individual,Manual,First Owner,8
1150000,65500,Diesel,Dealer,Automatic,First Owner,3
110000,42000,Petrol,Dealer,Manual,First Owner,12
890000,8000,Petrol,Dealer,Manual,First Owner,2
73000,80000,Petrol,Individual,Manual,Second Owner,13
750000,6000,Petrol,Dealer,Manual,First Owner,4
690000,11174,Petrol,Dealer,Manual,First Owner,2
130000,120000,Petrol,Individual,Manual,First Owner,12
85000,85000,Petrol,Individual,Manual,Second Owner,13
1575000,10000,Petrol,Individual,Automatic,First Owner,2
325000,105000,Diesel,Individual,Manual,First Owner,7
85000,120000,Petrol,Individual,Manual,Second Owner,22
860000,30000,Diesel,Dealer,Manual,Second Owner,2
690000,41000,Diesel,Individual,Manual,First Owner,3
650000,54000,Diesel,Dealer,Manual,First Owner,7
375000,40000,Diesel,Individual,Manual,First Owner,6
525000,71000,Diesel,Dealer,Manual,First Owner,7
330000,72500,Petrol,Dealer,Manual,First Owner,4
280000,76600,Petrol,Dealer,Manual,First Owner,7
470000,40000,Petrol,Individual,Manual,First Owner,6
350000,110000,Diesel,Individual,Manual,First Owner,9
480000,63000,Petrol,Dealer,Manual,First Owner,8
620000,60000,Diesel,Individual,Manual,First Owner,4
250000,58000,Petrol,Individual,Manual,First Owner,6
78692,80000,Petrol,Individual,Manual,Second Owner,10
350000,80000,Diesel,Individual,Manual,First Owner,8
250000,70000,Petrol,Individual,Manual,Second Owner,7
260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,9
640000,36000,Diesel,Individual,Manual,Second Owner,4
220000,90000,Diesel,Individual,Manual,Second Owner,12
465000,130000,Diesel,Individual,Manual,First Owner,5
229999,120000,Diesel,Individual,Manual,Second Owner,10
425000,15000,Petrol,Individual,Manual,First Owner,2
95000,120000,Petrol,Individual,Manual,Third Owner,12
170000,170000,LPG,Individual,Manual,Third Owner,8
229999,37500,Petrol,Individual,Manual,Second Owner,4
45000,50000,Petrol,Individual,Manual,Third Owner,21
479000,145000,Petrol,Individual,Manual,Third Owner,13
340000,30000,Petrol,Individual,Manual,First Owner,4
620000,35000,Petrol,Individual,Manual,First Owner,4
270000,60000,Diesel,Individual,Manual,First Owner,8
400000,35000,Diesel,Individual,Manual,First Owner,2
260000,40000,Petrol,Individual,Manual,First Owner,5
48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,17
100000,23800,Petrol,Individual,Manual,Second Owner,5
490000,70000,Diesel,Individual,Manual,First Owner,5
120000,90000,LPG,Individual,Manual,Second Owner,10
125000,102000,Petrol,Individual,Manual,Second Owner,12
190000,5000,Petrol,Individual,Manual,First Owner,1
500000,20000,Petrol,Individual,Manual,First Owner,9
1800000,99000,Diesel,Individual,Automatic,First Owner,6
320000,90000,Petrol,Individual,Manual,First Owner,12
250000,47000,Petrol,Dealer,Automatic,First Owner,13
105000,90000,Diesel,Individual,Manual,Third Owner,10
550000,20000,Petrol,Individual,Manual,First Owner,2
600000,1100,Petrol,Individual,Automatic,First Owner,1
210000,40000,Petrol,Individual,Manual,First Owner,0
210000,15000,Petrol,Individual,Manual,First Owner,8
150000,40000,Petrol,Individual,Manual,First Owner,11
125000,60000,Petrol,Individual,Manual,First Owner,12
380000,20000,Petrol,Individual,Manual,First Owner,4
600000,5000,Petrol,Individual,Manual,First Owner,1
490000,27000,Petrol,Individual,Manual,First Owner,4
545000,38000,Diesel,Individual,Manual,Second Owner,2
250000,25000,Petrol,Individual,Manual,First Owner,5
1050000,1100,Petrol,Individual,Manual,First Owner,0
100000,100000,Petrol,Individual,Manual,First Owner,13
250000,100000,Diesel,Individual,Manual,Second Owner,6
100000,110000,Petrol,Individual,Manual,First Owner,13
350000,60000,Diesel,Individual,Manual,Second Owner,4
370000,70000,Diesel,Individual,Manual,Second Owner,8
121000,110000,Petrol,Individual,Manual,Second Owner,16
570000,44077,Petrol,Dealer,Automatic,First Owner,3
785000,24000,Diesel,Individual,Manual,First Owner,3
850000,30000,Diesel,Individual,Manual,First Owner,2
375000,30000,Petrol,Individual,Manual,Second Owner,4
619000,40000,Petrol,Individual,Manual,First Owner,3
335000,90000,Diesel,Individual,Manual,Second Owner,9
500000,50000,Diesel,Individual,Manual,First Owner,14
60000,100000,Petrol,Individual,Manual,Second Owner,17
210000,210000,Diesel,Individual,Manual,First Owner,5
1900000,20000,Diesel,Individual,Manual,First Owner,1
270000,70000,Diesel,Individual,Manual,Second Owner,7
225000,100000,Petrol,Individual,Manual,Second Owner,10
150000,160000,Petrol,Individual,Manual,Second Owner,9
173000,70000,Diesel,Individual,Manual,First Owner,7
4800000,9422,Diesel,Individual,Automatic,First Owner,2
710000,110000,Diesel,Individual,Automatic,First Owner,3
1500000,20000,Petrol,Individual,Manual,First Owner,1
550000,20000,Petrol,Individual,Manual,First Owner,3
58000,70000,Petrol,Individual,Manual,Second Owner,12
1200000,60000,Petrol,Individual,Automatic,Third Owner,8
500000,150000,Diesel,Individual,Manual,First Owner,7
120000,83000,Petrol,Individual,Manual,Second Owner,11
300000,250000,Diesel,Individual,Manual,First Owner,8
300000,30000,Petrol,Individual,Manual,First Owner,2
295000,21000,Petrol,Individual,Manual,First Owner,5
587000,80000,CNG,Individual,Manual,First Owner,2
430000,50000,Petrol,Individual,Manual,Second Owner,8
123000,50000,Petrol,Individual,Manual,Second Owner,13
450000,48500,Diesel,Individual,Automatic,Second Owner,8
130000,60000,Petrol,Individual,Manual,Third Owner,13
110000,90000,Diesel,Individual,Manual,Second Owner,10
200000,240000,Diesel,Individual,Manual,Third Owner,10
320000,70000,Petrol,Individual,Manual,Second Owner,5
300000,50000,Petrol,Individual,Manual,First Owner,6
350000,110000,Petrol,Individual,Manual,First Owner,4
800000,50000,Petrol,Individual,Manual,First Owner,2
270000,175000,Diesel,Individual,Manual,First Owner,4
540000,60000,Petrol,Individual,Manual,First Owner,3
160000,60000,CNG,Individual,Manual,Second Owner,9
340000,100000,Diesel,Individual,Manual,Second Owner,7
350000,40000,Petrol,Individual,Manual,Second Owner,3
300000,100000,Diesel,Individual,Manual,First Owner,9
330000,63000,Diesel,Individual,Manual,First Owner,7
325000,80000,CNG,Individual,Manual,Second Owner,4
250000,55000,Diesel,Individual,Manual,First Owner,7
250000,55000,Diesel,Individual,Manual,First Owner,7
240000,60000,Petrol,Individual,Manual,First Owner,5
545000,5000,Petrol,Individual,Manual,First Owner,0
300000,48000,Petrol,Dealer,Manual,First Owner,5
240000,50000,Petrol,Individual,Manual,First Owner,3
360000,15000,Petrol,Individual,Manual,First Owner,2
250000,70000,Diesel,Individual,Manual,First Owner,8
475000,105000,Diesel,Dealer,Automatic,First Owner,1
600000,50000,Diesel,Individual,Manual,Second Owner,4
150000,80000,Diesel,Individual,Manual,Second Owner,10
700000,50000,Diesel,Individual,Manual,First Owner,3
1290000,5000,Diesel,Individual,Manual,First Owner,4
500000,10000,Petrol,Individual,Automatic,First Owner,2
193000,45000,Petrol,Individual,Manual,Second Owner,8
800000,10000,Petrol,Individual,Manual,First Owner,5
150000,50000,Petrol,Individual,Manual,First Owner,12
80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,18
130000,100000,Diesel,Individual,Manual,Third Owner,10
280000,80000,Diesel,Individual,Manual,Second Owner,8
229999,110000,Diesel,Individual,Manual,Second Owner,9
80000,120000,Petrol,Individual,Manual,First Owner,12
70000,10000,Petrol,Individual,Manual,First Owner,10
240000,60000,Diesel,Individual,Manual,Second Owner,7
380000,72000,Diesel,Individual,Manual,Second Owner,10
80000,110000,Petrol,Individual,Manual,First Owner,14
265000,50000,Petrol,Individual,Manual,First Owner,7
320000,25000,Petrol,Individual,Manual,First Owner,2
500000,120000,Diesel,Individual,Manual,Third Owner,6
1300000,55000,Diesel,Individual,Manual,First Owner,4
1500000,35000,Diesel,Individual,Manual,First Owner,2
1800000,110000,Diesel,Individual,Automatic,First Owner,4
600000,80000,Diesel,Individual,Manual,Second Owner,6
420000,80000,Petrol,Individual,Manual,First Owner,2
140000,120000,Petrol,Individual,Manual,First Owner,11
300000,100000,Diesel,Individual,Manual,Second Owner,10
100000,60000,Petrol,Dealer,Manual,Second Owner,14
350000,25000,Petrol,Dealer,Manual,First Owner,3
850000,19000,Petrol,Dealer,Manual,First Owner,2
140000,54000,Petrol,Dealer,Manual,First Owner,12
550000,17100,Petrol,Dealer,Manual,Second Owner,5
525000,19000,Petrol,Dealer,Automatic,First Owner,3
470000,146000,Diesel,Dealer,Manual,First Owner,5
900000,98000,Diesel,Dealer,Automatic,First Owner,7
500000,224642,Diesel,Dealer,Manual,Second Owner,9
80000,120000,Petrol,Individual,Manual,Second Owner,22
175000,175000,Diesel,Individual,Manual,First Owner,9
1350000,15000,Diesel,Individual,Automatic,Second Owner,3
800000,50000,Diesel,Individual,Manual,First Owner,3
250000,15000,Petrol,Individual,Manual,First Owner,3
700000,25000,Petrol,Individual,Automatic,First Owner,2
800000,25000,Diesel,Individual,Manual,First Owner,1
660000,69000,Diesel,Individual,Manual,First Owner,7
465000,60000,Diesel,Individual,Manual,Third Owner,5
180000,222435,Diesel,Individual,Manual,Second Owner,14
600000,66000,Diesel,Individual,Manual,Third Owner,3
150000,110000,Petrol,Individual,Manual,First Owner,10
450000,78000,Diesel,Individual,Manual,Second Owner,6
721000,10000,Petrol,Individual,Manual,First Owner,1
300000,35000,Petrol,Individual,Manual,First Owner,2
1000000,10000,Diesel,Individual,Manual,First Owner,1
300000,40000,Petrol,Individual,Manual,First Owner,4
450000,120000,Diesel,Individual,Manual,First Owner,7
79000,70000,Petrol,Individual,Automatic,First Owner,23
545000,40000,Diesel,Individual,Manual,First Owner,3
844999,20000,Diesel,Individual,Manual,First Owner,2
700000,93000,Diesel,Individual,Manual,First Owner,4
650000,159000,Diesel,Individual,Manual,First Owner,4
525000,75000,Diesel,Individual,Manual,Second Owner,6
110000,101100,Diesel,Individual,Manual,Third Owner,14
180000,66000,Diesel,Individual,Manual,First Owner,9
280000,30000,Petrol,Individual,Manual,Second Owner,8
400000,10000,Petrol,Individual,Manual,First Owner,1
625000,126000,Diesel,Individual,Manual,Second Owner,8
535000,70000,Diesel,Individual,Manual,First Owner,5
459999,50000,Diesel,Individual,Manual,First Owner,3
300000,100000,Diesel,Individual,Manual,First Owner,10
280000,60000,Petrol,Individual,Automatic,First Owner,13
500000,70000,Petrol,Individual,Manual,First Owner,6
1200000,1200,Petrol,Individual,Manual,First Owner,1
180000,134444,Petrol,Individual,Automatic,Second Owner,9
78000,120000,Petrol,Individual,Manual,Second Owner,11
160000,120000,Diesel,Individual,Manual,First Owner,9
600000,238000,Diesel,Individual,Manual,First Owner,6
110000,100000,Petrol,Individual,Manual,Second Owner,12
450000,110000,Diesel,Individual,Manual,Second Owner,9
1350000,35000,Diesel,Individual,Manual,First Owner,1
120000,165000,Petrol,Individual,Manual,Second Owner,17
1040000,42000,Diesel,Individual,Manual,First Owner,2
390000,70000,Diesel,Individual,Manual,Second Owner,6
65000,60000,Petrol,Individual,Manual,Second Owner,9
320000,115000,Diesel,Individual,Manual,Third Owner,7
720000,70000,Diesel,Individual,Manual,First Owner,3
220000,80000,Petrol,Individual,Manual,Second Owner,13
225000,65000,Petrol,Dealer,Manual,First Owner,9
200000,150000,Diesel,Individual,Manual,Second Owner,10
434999,75000,Diesel,Dealer,Manual,Second Owner,5
300000,63700,Diesel,Individual,Manual,First Owner,8
700000,74800,Diesel,Individual,Manual,First Owner,2
500000,105000,Diesel,Individual,Manual,Second Owner,11
500000,40000,Diesel,Individual,Manual,First Owner,4
400000,90000,Diesel,Individual,Manual,Second Owner,4
825000,75000,Diesel,Dealer,Manual,Second Owner,5
720000,15000,Diesel,Individual,Manual,First Owner,2
110000,30000,Petrol,Individual,Manual,Second Owner,11
600000,100000,Diesel,Individual,Manual,Second Owner,6
275000,155000,Diesel,Individual,Automatic,Third Owner,11
2349000,149000,Diesel,Individual,Automatic,Second Owner,8
740000,60000,Diesel,Individual,Manual,First Owner,3
800000,90000,Diesel,Individual,Manual,First Owner,3
1100000,100000,Diesel,Individual,Manual,First Owner,1
750000,100000,Diesel,Individual,Automatic,Second Owner,8
200000,90000,Petrol,Individual,Manual,Second Owner,8
210000,75000,Diesel,Individual,Manual,First Owner,11
270000,120000,Diesel,Individual,Manual,Second Owner,11
630000,90000,Diesel,Individual,Manual,Second Owner,4
375000,55000,Petrol,Individual,Manual,First Owner,5
300000,70000,Diesel,Individual,Manual,First Owner,10
580000,95000,Diesel,Individual,Manual,Second Owner,4
550000,50000,Diesel,Individual,Manual,First Owner,6
750000,50000,Diesel,Individual,Manual,First Owner,4
250000,60516,Petrol,Individual,Manual,First Owner,6
434999,235000,Diesel,Individual,Manual,Second Owner,8
900000,76731,Diesel,Dealer,Automatic,First Owner,13
685000,64000,Diesel,Dealer,Manual,First Owner,4
540000,65000,Diesel,Dealer,Manual,First Owner,6
1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,2
610000,77000,Diesel,Dealer,Manual,First Owner,6
254999,24000,Petrol,Dealer,Manual,First Owner,9
280000,63840,Petrol,Dealer,Manual,First Owner,6
370000,25000,Petrol,Individual,Manual,First Owner,3
459999,76400,Diesel,Individual,Manual,Second Owner,9
42000,70000,Petrol,Individual,Manual,Third Owner,22
190000,80000,Diesel,Individual,Manual,Third Owner,9
165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,10
710000,40000,Diesel,Individual,Manual,First Owner,3
1200000,15000,Petrol,Individual,Manual,First Owner,2
229999,70000,Petrol,Individual,Manual,First Owner,9
310000,15000,Petrol,Individual,Manual,First Owner,2
320000,40000,Petrol,Individual,Manual,First Owner,5
100000,54000,Petrol,Individual,Manual,First Owner,14
160000,90000,Diesel,Individual,Manual,First Owner,11
60000,52000,Petrol,Individual,Manual,First Owner,13
100000,200000,Diesel,Individual,Manual,Third Owner,8
350000,35000,Diesel,Individual,Manual,Second Owner,4
700000,60000,Diesel,Individual,Manual,First Owner,3
300000,31489,Petrol,Individual,Manual,First Owner,3
830000,40000,Diesel,Individual,Manual,First Owner,2
229999,70000,Petrol,Individual,Manual,First Owner,10
400000,100000,Diesel,Individual,Manual,First Owner,7
300000,70000,Petrol,Individual,Manual,Second Owner,15
300000,50000,Diesel,Individual,Manual,First Owner,7
80000,180000,Diesel,Individual,Manual,Second Owner,11
80000,50000,Petrol,Individual,Manual,Second Owner,12
100000,90000,Petrol,Individual,Manual,Second Owner,13
300000,110000,Diesel,Individual,Manual,First Owner,8
700000,26000,Petrol,Individual,Automatic,First Owner,2
975000,65000,Diesel,Individual,Manual,First Owner,4
500000,130000,Diesel,Individual,Manual,First Owner,11
550000,75000,Diesel,Individual,Manual,Second Owner,7
550000,110000,Diesel,Individual,Manual,Second Owner,6
240000,50000,Petrol,Individual,Manual,First Owner,6
50000,80000,Petrol,Individual,Manual,Second Owner,23
120000,80000,Petrol,Individual,Manual,Second Owner,11
900000,60000,Petrol,Individual,Manual,Second Owner,7
250000,90000,Petrol,Individual,Manual,Second Owner,11
280000,36000,Petrol,Individual,Manual,First Owner,3
85000,87000,Diesel,Individual,Manual,First Owner,10
90000,80000,Diesel,Individual,Manual,First Owner,9
500000,50000,Diesel,Individual,Manual,First Owner,5
200000,60000,Petrol,Individual,Manual,First Owner,7
250000,50000,Petrol,Individual,Manual,First Owner,5
185000,40000,Diesel,Individual,Manual,Third Owner,6
100000,60000,Petrol,Individual,Manual,Second Owner,12
610000,55000,Diesel,Individual,Manual,First Owner,5
290000,80000,Diesel,Individual,Manual,First Owner,8
300000,295000,Diesel,Individual,Manual,First Owner,8
225000,80000,Petrol,Individual,Manual,First Owner,5
320000,50000,Petrol,Individual,Manual,Second Owner,3
135000,158000,Diesel,Individual,Manual,Third Owner,8
400000,400000,Diesel,Individual,Manual,Third Owner,14
600000,19495,Petrol,Dealer,Manual,First Owner,4
570000,62668,Diesel,Dealer,Manual,First Owner,7
850000,85710,Diesel,Dealer,Manual,First Owner,7
250000,55130,Diesel,Dealer,Manual,Second Owner,9
580000,63356,Diesel,Dealer,Manual,Second Owner,6
1680000,129627,Diesel,Dealer,Manual,First Owner,8
180000,15000,Petrol,Individual,Manual,First Owner,10
300000,50000,Petrol,Individual,Manual,First Owner,3
269000,70000,Petrol,Individual,Manual,Second Owner,8
231999,20000,Petrol,Individual,Manual,First Owner,2
150000,60000,Petrol,Individual,Manual,Third Owner,9
495000,5000,Petrol,Individual,Manual,First Owner,3
700000,15000,Petrol,Individual,Manual,First Owner,6
400000,4400,Petrol,Individual,Manual,Second Owner,2
599000,15000,Diesel,Individual,Manual,Third Owner,1
421000,45000,Diesel,Individual,Manual,First Owner,7
841000,1000,Diesel,Individual,Manual,First Owner,2
295000,38500,Petrol,Individual,Manual,First Owner,6
220000,25000,Petrol,Individual,Manual,First Owner,9
250000,35000,Diesel,Individual,Manual,First Owner,7
1100000,110000,Diesel,Individual,Manual,Second Owner,11
300000,40000,Petrol,Individual,Manual,First Owner,8
80000,110000,Petrol,Individual,Manual,Second Owner,13
215000,20000,Diesel,Individual,Manual,Third Owner,7
245000,14987,Petrol,Dealer,Manual,First Owner,8
650000,25061,Diesel,Dealer,Manual,First Owner,4
760000,42494,Diesel,Dealer,Manual,First Owner,3
395000,44875,Diesel,Dealer,Manual,First Owner,6
280000,89741,Diesel,Dealer,Manual,Second Owner,6
495000,65000,Diesel,Dealer,Manual,First Owner,4
525000,35000,Diesel,Dealer,Manual,First Owner,4
420000,347089,Diesel,Dealer,Manual,First Owner,11
210000,34500,Diesel,Individual,Manual,First Owner,10
650000,30000,Petrol,Individual,Manual,First Owner,2
2300000,39000,Diesel,Individual,Automatic,First Owner,2
525000,16000,Diesel,Individual,Manual,First Owner,1
195000,80000,CNG,Individual,Manual,Second Owner,10
650000,60000,Diesel,Individual,Manual,First Owner,4
540000,110000,Diesel,Individual,Manual,First Owner,5
180000,61000,Petrol,Individual,Manual,First Owner,6
980000,50000,Diesel,Individual,Manual,First Owner,2
250000,90000,Diesel,Individual,Manual,First Owner,6
550000,35000,Petrol,Individual,Automatic,First Owner,2
509999,43000,Petrol,Individual,Manual,Second Owner,5
320000,50000,Petrol,Individual,Manual,First Owner,3
275000,25000,Petrol,Individual,Manual,First Owner,4
550000,222252,Diesel,Individual,Manual,First Owner,7
145000,50000,Petrol,Individual,Manual,Second Owner,11
250000,80000,Diesel,Individual,Manual,First Owner,7
520000,35000,Diesel,Individual,Manual,First Owner,8
95000,85000,Petrol,Individual,Manual,Second Owner,13
725000,110000,Diesel,Individual,Manual,Third Owner,9
55000,70000,Petrol,Individual,Manual,Second Owner,14
600000,100000,Diesel,Individual,Manual,First Owner,6
330000,120000,Diesel,Individual,Manual,Second Owner,7
470000,89000,Diesel,Individual,Manual,First Owner,5
365000,120000,Diesel,Individual,Manual,First Owner,7
250000,40000,Petrol,Individual,Manual,Second Owner,7
430000,17000,Petrol,Individual,Manual,First Owner,3
400000,125000,Diesel,Individual,Manual,Second Owner,7
615000,110000,Petrol,Individual,Manual,Second Owner,5
150000,120000,Diesel,Individual,Manual,Second Owner,9
240000,90000,Diesel,Individual,Manual,First Owner,6
800000,90000,Diesel,Individual,Manual,First Owner,6
240000,110000,LPG,Individual,Manual,First Owner,5
600000,87000,Diesel,Individual,Manual,Second Owner,6
800000,15000,Diesel,Individual,Manual,First Owner,6
350000,38000,Petrol,Individual,Manual,First Owner,8
300000,64000,Petrol,Individual,Manual,Second Owner,9
399000,55250,Diesel,Individual,Manual,First Owner,5
300000,110000,Diesel,Individual,Manual,First Owner,9
150000,70000,Petrol,Individual,Automatic,First Owner,8
320000,60000,Diesel,Individual,Manual,Third Owner,10
1280000,17000,Diesel,Individual,Manual,First Owner,2
300000,13000,Petrol,Individual,Manual,Second Owner,3
1000000,60000,Diesel,Individual,Manual,First Owner,4
1090000,120000,Diesel,Individual,Manual,Second Owner,8
450000,97000,Diesel,Individual,Manual,Second Owner,8
60000,130000,Petrol,Individual,Manual,Second Owner,13
500000,50000,Petrol,Individual,Manual,First Owner,7
200000,120000,Diesel,Individual,Manual,Second Owner,8
60000,100000,Petrol,Individual,Manual,Second Owner,14
185000,67000,CNG,Dealer,Manual,Second Owner,8
155000,60000,Petrol,Individual,Manual,First Owner,5
600000,5000,Petrol,Individual,Manual,First Owner,1
300000,20000,Petrol,Individual,Manual,First Owner,4
850000,12500,Petrol,Individual,Manual,First Owner,2
470000,4000,CNG,Individual,Manual,First Owner,1
600000,25000,Petrol,Individual,Manual,First Owner,1
700000,70000,Diesel,Individual,Manual,Second Owner,7
70000,162000,LPG,Individual,Manual,First Owner,13
1250000,205000,Diesel,Individual,Manual,Second Owner,10
650000,70000,Petrol,Individual,Automatic,Third Owner,12
450000,70000,Diesel,Individual,Manual,Second Owner,2
750000,100000,Diesel,Individual,Manual,Second Owner,6
775000,70000,Diesel,Individual,Manual,Second Owner,7
800000,220000,Diesel,Individual,Manual,First Owner,9
360000,80000,Petrol,Individual,Manual,Second Owner,5
250000,120000,Diesel,Individual,Manual,First Owner,10
1490000,22038,Diesel,Individual,Manual,First Owner,3
600000,80000,Diesel,Individual,Manual,First Owner,7
120000,90000,Petrol,Individual,Manual,First Owner,10
320000,140000,Diesel,Individual,Manual,Second Owner,8
400000,120000,Diesel,Individual,Manual,Second Owner,9
302000,60000,Diesel,Individual,Manual,First Owner,5
150000,60000,Petrol,Individual,Manual,Second Owner,6
200000,90000,Diesel,Individual,Manual,Second Owner,8
120000,175000,Diesel,Individual,Manual,Second Owner,12
1400000,10000,Diesel,Individual,Manual,First Owner,1
620000,65000,Petrol,Individual,Manual,First Owner,3
449000,90000,Diesel,Individual,Manual,First Owner,8
100000,70000,Petrol,Individual,Manual,First Owner,13
600000,2500,Petrol,Individual,Manual,First Owner,2
250000,40000,Diesel,Individual,Manual,First Owner,8
550000,63000,Petrol,Individual,Manual,First Owner,2
360000,70000,Diesel,Individual,Manual,First Owner,6
650000,60000,Petrol,Dealer,Automatic,First Owner,8
199000,92000,Diesel,Dealer,Manual,Third Owner,8
285000,89126,Diesel,Individual,Manual,First Owner,6
260000,134000,Diesel,Individual,Automatic,First Owner,11
869999,15000,Petrol,Dealer,Automatic,First Owner,1
425000,42500,Diesel,Dealer,Manual,First Owner,4
490000,42000,Diesel,Dealer,Automatic,First Owner,8
750000,70000,Diesel,Individual,Automatic,Second Owner,5
125000,110000,Petrol,Individual,Manual,Third Owner,16
221000,131365,Diesel,Individual,Manual,First Owner,6
724000,48980,Diesel,Dealer,Automatic,First Owner,4
440000,46000,Petrol,Dealer,Automatic,First Owner,6
70000,60000,Petrol,Individual,Manual,Third Owner,11
511000,58000,Diesel,Dealer,Manual,First Owner,5
790000,22000,Diesel,Dealer,Manual,First Owner,4
640000,37000,Petrol,Individual,Manual,First Owner,3
120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,11
126000,98900,Diesel,Individual,Manual,Third Owner,8
120000,125000,Diesel,Individual,Manual,First Owner,8
650000,60000,Diesel,Individual,Manual,First Owner,3
450000,80000,Petrol,Individual,Manual,Second Owner,6
110000,80000,CNG,Individual,Manual,Fourth & Above Owner,10
600000,40000,Diesel,Individual,Manual,First Owner,3
620000,80000,Diesel,Individual,Manual,Second Owner,8
600000,30000,Diesel,Individual,Manual,First Owner,6
795000,35000,Diesel,Individual,Manual,First Owner,2
300000,180000,Diesel,Individual,Manual,Third Owner,9
495000,60000,Diesel,Individual,Manual,First Owner,5
1350000,34000,Diesel,Individual,Automatic,First Owner,2
350000,145000,Diesel,Individual,Manual,First Owner,6
300000,25000,Petrol,Individual,Automatic,First Owner,2
500000,70000,Diesel,Individual,Manual,First Owner,2
2575000,36000,Diesel,Dealer,Automatic,First Owner,3
345000,58000,Petrol,Dealer,Manual,First Owner,6
220000,100000,Diesel,Individual,Manual,First Owner,7
50000,100000,Petrol,Individual,Manual,Second Owner,21
585000,14000,Petrol,Dealer,Manual,First Owner,3
